RA,IAA,IEG,IPS,math,portuguese,lag,year
RA-53,"9,2","9,1","5,63","7,3","6,5",-2,2023
RA-43,"7,9","6,7","5,63","4,0","5,0",-1,2023
RA-55,"7,9","8,1","3,14","8,7","6,5",-1,2023
RA-44,"0,0","8,5","5,01","7,3","5,8",-2,2023
RA-1215,"7,1","5,6",5,"5,0","2,7",0,2023
RA-45,"7,1","9,6","6,26","7,8","6,3",0,2023
RA-56,"9,6","9,5",5,"7,8","5,5",0,2023
RA-57,"0,0","8,0","5,63","7,8","6,8",-1,2023
RA-58,"0,0","9,7","6,26","7,8","6,5",0,2023
RA-59,"7,5","9,6","5,63","7,7","6,8",-2,2023
RA-1216,"9,6","9,0","5,63","8,7","5,3",-2,2023
RA-78,"0,0","7,7","6,26","8,5","4,8",-2,2023
RA-79,"5,8","6,2",5,"6,0","7,7",-1,2023
RA-61,"8,3","7,0","6,26","6,7","4,3",0,2023
RA-63,"6,7","9,0","6,89","9,3","7,3",-1,2023
RA-64,"7,5","9,2","6,89","7,0","6,0",-1,2023
RA-48,"6,7","8,4","6,26","8,3","5,7",0,2023
RA-109,"8,3","9,9","7,52","7,0","8,2",-1,2023
RA-80,"8,3","8,4","6,89","8,2","5,7",-1,2023
RA-91,"10,0","7,4","6,89","9,5","5,0",-1,2023
RA-1217,"0,0","7,9","5,63","7,0","4,0",-1,2023
RA-92,"9,6","9,4","5,63","8,7","4,8",-1,2023
RA-96,"9,6","8,9","7,52","6,8","4,8",-1,2023
RA-1218,"7,5","9,2",5,"6,7","3,5",-1,2023
RA-1219,"8,8","6,5","5,63","7,2","5,5",0,2023
RA-1220,"0,0","9,0",5,"8,8","5,3",-1,2023
RA-84,"0,0","8,8","2,52","6,8","5,8",-2,2023
RA-99,"7,9","8,3","5,63","4,7","4,0",-1,2023
RA-87,"7,5","10,0","5,63","9,5","8,7",0,2023
RA-89,"8,3","8,1",5,"6,3","2,3",-1,2023
RA-1221,"9,2","9,1","6,26","8,2","8,0",-1,2023
RA-27,"6,7","7,7","6,89","7,0","5,8",0,2023
RA-1222,"7,1","10,0","5,63","5,0","6,5",-1,2023
RA-32,"0,0","8,2","3,77","9,0","5,8",0,2023
RA-19,"7,9","9,4","5,63","7,7","7,0",-1,2023
RA-62,"0,0","9,8","6,89","9,3","6,8",0,2023
RA-1223,"8,8","9,3",5,"9,5","8,3",0,2023
RA-38,"9,6","9,7","7,52","8,2","8,8",0,2023
RA-1224,"8,3","9,4",5,"8,2","6,3",-1,2023
RA-39,"9,6","9,1","7,52","8,3","7,8",0,2023
RA-1225,"7,5",,252%,,,-1,2023
RA-76,"10,0",,252%,,,2,2023
RA-26,"0,0",,752%,,,-1,2023
RA-1226,"9,2",,752%,,,1,2023
RA-93,"7,9",,314%,,,1,2023
RA-119,"6,7",,252%,,,2,2023
RA-1227,"9,2",,252%,,,1,2023
RA-1228,"7,5",,252%,,,0,2023
RA-1229,"8,3",,752%,,,1,2023
RA-98,"7,9",,252%,,,2,2023
RA-172,"0,0",,377%,,,2,2023
RA-86,"8,3",,689%,,,0,2023
RA-1230,"0,0",,252%,,,1,2023
RA-1231,,,,,,0,2023
RA-1232,,,,,,0,2023
RA-1233,,,,,,0,2023
RA-1234,,,,,,0,2023
RA-1235,,,,,,0,2023
RA-1236,,,,,,0,2023
RA-1237,,,,,,0,2023
RA-1238,,,,,,0,2023
RA-1239,,,,,,0,2023
RA-1240,,,,,,0,2023
RA-1241,,,,,,0,2023
RA-1242,,,,,,0,2023
RA-1243,,,,,,0,2023
RA-1244,,,,,,0,2023
RA-1245,,,,,,0,2023
RA-1246,,,,,,0,2023
RA-1247,,,,,,0,2023
RA-1248,,,,,,0,2023
RA-1249,,,,,,0,2023
RA-1250,,,,,,0,2023
RA-1251,,,,,,0,2023
RA-1252,,,,,,0,2023
RA-1253,,,,,,0,2023
RA-1254,,,,,,0,2023
RA-1255,,,,,,0,2023
RA-1256,,,,,,0,2023
RA-1257,,,,,,0,2023
RA-1258,,,,,,0,2023
RA-1259,,,,,,0,2023
RA-1260,,,,,,0,2023
RA-1261,,,,,,0,2023
RA-1262,,,,,,0,2023
RA-1263,,,,,,0,2023
RA-1264,,,,,,0,2023
RA-1265,,,,,,0,2023
RA-1266,,,,,,0,2023
RA-1267,,,,,,0,2023
RA-1268,,,,,,0,2023
RA-14,,,,,,0,2023
RA-13,,,,,,0,2023
RA-12,,,,,,0,2023
RA-7,,,,,,0,2023
RA-6,,,,,,0,2023
RA-5,,,,,,0,2023
RA-1,,,,,,0,2023
RA-36,,,,,,0,2023
RA-35,,,,,,0,2023
RA-34,,,,,,0,2023
RA-31,,,,,,0,2023
RA-23,,,,,,1,2023
RA-88,,,,,,0,2023
RA-1269,,,,,,0,2023
RA-49,,,,,,0,2023
RA-1270,,,,,,0,2023
RA-29,,,,,,0,2023
RA-17,,,,,,0,2023
RA-21,,,,,,0,2023
RA-25,,,,,,0,2023
RA-2,,,,,,0,2023
RA-1271,,,,,,0,2023
RA-1272,,,,,,0,2023
RA-1273,,,,,,1,2023
RA-1274,,,,,,0,2023
RA-1275,"10,0","8,7","6,3","10,0","6,0",0,2024
RA-1276,"10,0","9,3","3,8","10,0","6,0",0,2024
RA-1277,"10,0","9,1","3,8","10,0","6,0",0,2024
RA-868,"8,0","9,8","3,8","8,0","6,0",-1,2024
RA-1278,"9,0","4,2","3,8","8,0","7,0",-1,2024
RA-1279,"10,0","10,0","6,3","9,0","7,5",-1,2024
RA-861,"9,5","10,0","7,5","10,0","10,0",-1,2024
RA-862,"9,0","8,6","7,5","10,0","5,0",-2,2024
RA-1280,"10,0","9,5","6,3","10,0","7,0",-1,2024
RA-1281,"7,9","9,5","6,3","10,0","8,5",-1,2024
RA-895,"9,5","9,5","6,3","10,0","9,0",-1,2024
RA-884,"10,0","8,8","6,3","10,0","7,5",-1,2024
RA-1282,"9,5","8,1","6,3","10,0","8,5",-1,2024
RA-889,"8,5","9,3","6,3","10,0","9,5",-1,2024
RA-867,"9,0","7,4","7,5","10,0","7,0",-1,2024
RA-1283,"10,0","9,2","7,5","10,0","8,0",-2,2024
RA-891,"10,0","9,0","6,3","10,0","7,5",-1,2024
RA-1284,"9,0","9,3","2,5","10,0","10,0",0,2024
RA-1012,"9,5","9,5","2,5","10,0","9,5",-1,2024
RA-1285,"10,0","8,8","2,5","8,0","8,0",0,2024
RA-1286,"8,0","5,1","2,5","8,0","6,0",0,2024
RA-1287,"10,0","9,3","2,5","8,0","7,5",-1,2024
RA-1288,"9,0","8,0","2,5","10,0","10,0",0,2024
RA-1289,"7,0","9,4","7,5","9,0","6,5",-1,2024
RA-1290,"10,0","10,0","7,5","10,0","7,5",-1,2024
RA-1291,"9,5","9,5","7,5","10,0","6,5",-1,2024
RA-885,"8,5","10,0","7,5","10,0","7,0",-1,2024
RA-1292,"7,5","4,8","7,5","10,0","6,5",-1,2024
RA-1293,"8,0","9,5","7,5","8,5","8,5",-1,2024
RA-888,"9,0","10,0","6,9","9,0","8,0",-1,2024
RA-1294,"9,5","10,0","7,5","9,0","6,5",-2,2024
RA-1009,"8,0","6,9","2,5","10,0","5,0",-1,2024
RA-1013,"9,0","5,7","2,5","8,0","7,5",-1,2024
RA-1295,"10,0","9,5","2,5","7,0","8,0",0,2024
RA-1296,"9,0","8,4","2,5","7,5","5,5",-1,2024
RA-863,"8,5","3,2","2,5","10,0","1,0",-1,2024
RA-1297,"9,5","9,8","2,5","10,0","8,5",-1,2024
RA-1014,"8,5","7,9","2,5","6,5","4,0",-1,2024
RA-880,"9,5","8,4","2,5","7,5","5,5",-1,2024
RA-886,"9,5","10,0","8,1","9,0","8,5",-1,2024
RA-1298,"9,5","6,6","7,5","7,0","6,5",0,2024
RA-1299,"8,5","7,6","7,5","7,0","6,0",-2,2024
RA-904,"9,5","8,8","7,5","6,0","6,0",-1,2024
RA-1300,"8,5","8,8","2,5","10,0","8,0",-1,2024
RA-1301,"9,5","2,9","2,5","10,0","4,0",-1,2024
RA-1302,"10,0","5,4","2,5","4,0","4,0",0,2024
RA-1303,"10,0","10,0","2,5","10,0","10,0",0,2024
RA-1304,"9,0","8,0","8,1","6,0","6,0",-2,2024
RA-1305,"8,5","8,7","2,5","2,0","7,5",-1,2024
RA-1306,"9,0","10,0","8,1","10,0","9,5",-1,2024
RA-702,"9,0","9,8","2,5","10,0","8,5",-2,2024
RA-725,"7,5","7,7","7,5","7,0","7,5",-1,2024
RA-912,"9,0","9,5","7,5","7,0","7,5",-2,2024
RA-918,"7,9","8,7","2,5","1,0","4,5",-1,2024
RA-920,"9,5","7,7","7,5","9,0","7,5",-1,2024
RA-1307,"10,0","5,8","6,3","7,0","4,0",0,2024
RA-1308,"10,0","7,4","7,5","8,0","4,0",-1,2024
RA-1309,"9,0","9,2","7,5","8,0","7,0",0,2024
RA-1310,"8,5","9,4","2,5","10,0","10,0",0,2024
RA-1311,"9,0","9,2","2,5","0,0","0,0",0,2024
RA-1312,"10,0","8,3","7,5","8,0","5,0",-1,2024
RA-1313,"9,5","8,1","7,5","4,0","8,5",0,2024
RA-1314,"7,4","8,5","7,5","8,0","10,0",0,2024
RA-1315,"6,8","8,3","7,5","10,0","8,0",0,2024
RA-921,"8,5","8,7","7,5","5,0","7,0",-1,2024
RA-1316,"9,0","8,2","7,5","9,0","6,5",-1,2024
RA-1317,"7,5","7,1","7,5","10,0","10,0",-1,2024
RA-897,"7,0","2,8","2,5","5,5","6,5",-1,2024
RA-908,"8,5","8,1","7,5","3,0","6,5",-1,2024
RA-916,"8,5","7,3","2,5","3,5","2,0",-2,2024
RA-924,"7,0","4,6","7,5","7,5","6,5",-1,2024
RA-925,"8,0","7,0","7,5","3,0","6,5",-1,2024
RA-1008,"7,0","6,5","7,5","6,5","7,5",-1,2024
RA-919,"7,0","4,7","6,3","6,5","4,0",-2,2024
RA-1318,"8,5","7,7","7,5","4,0","6,0",-1,2024
RA-1003,"8,0","8,7","7,5","10,0","6,5",-1,2024
RA-1004,"9,5","9,3","7,5","7,5","7,5",-1,2024
RA-1006,"8,5","8,4","7,5","5,0","5,0",-1,2024
RA-1319,"8,5","5,8","7,5","10,0","7,0",-1,2024
RA-858,"9,0","6,8","2,5","10,0","6,5",-1,2024
RA-905,"9,0","7,8","7,5","2,0","4,0",-2,2024
RA-907,"9,0","8,9","7,5","10,0","7,5",-1,2024
RA-1320,"9,0","9,2","7,5","9,0","7,5",-1,2024
RA-909,"10,0","8,2","7,5","10,0","6,5",-2,2024
RA-729,"8,0","8,4","2,5","6,0","6,0",-1,2024
RA-1321,"9,0","8,9","6,9","10,0","7,5",0,2024
RA-1322,"9,5","9,0","7,5","8,5","6,5",0,2024
RA-1323,"10,0","9,1","7,5","10,0","4,0",-1,2024
RA-1324,"10,0","10,0","7,5","10,0","7,0",-1,2024
RA-931,"7,9","8,6","2,5","8,0","9,0",-1,2024
RA-1325,"9,0","9,5","7,5","10,0","10,0",0,2024
RA-1326,"9,0","9,3","7,5","0,0","9,0",0,2024
RA-1327,"9,0","9,3","7,5","10,0","5,0",0,2024
RA-1328,"8,5","8,2","7,5","10,0","10,0",-1,2024
RA-1329,"9,5","10,0","7,5","10,0","3,0",0,2024
RA-1330,"10,0","9,3","7,5","10,0","9,0",0,2024
RA-1331,"9,0","7,3","7,5","8,0","6,5",0,2024
RA-944,"9,0","7,3","7,5","10,0","8,0",-2,2024
RA-1332,"8,5","9,4","7,5","10,0","6,5",-2,2024
RA-754,"8,5","6,3","5,6","6,0","6,5",-2,2024
RA-1333,"7,5","10,0","6,3","10,0","8,5",-1,2024
RA-934,"9,5","9,8","7,5","10,0","7,0",-1,2024
RA-1334,"10,0","10,0","5,6","10,0","8,0",-1,2024
RA-941,"8,0","9,3","5,0","10,0","7,5",-1,2024
RA-756,"10,0","8,8","7,5","10,0","1,0",-2,2024
RA-1335,"9,0","9,8","7,5","10,0","7,5",-2,2024
RA-773,"10,0","8,8","2,5","8,0","2,0",-2,2024
RA-938,"9,5","9,5","7,5","10,0","5,5",-1,2024
RA-1336,"9,5","6,2","2,5","10,0","9,0",-1,2024
RA-1337,"8,0","4,7","7,5","6,0","6,0",-2,2024
RA-1338,"8,0","8,7","7,5","2,0","4,0",-1,2024
RA-1339,"8,5","10,0","6,9","10,0","7,5",-1,2024
RA-1340,"9,5","8,4","7,5","10,0","10,0",0,2024
RA-1341,"10,0","9,2","7,5","10,0","10,0",-1,2024
RA-947,"9,0","7,6","7,5","4,0","5,0",-1,2024
RA-1342,"9,5","9,8","7,5","10,0","8,0",-1,2024
RA-1343,"8,0","10,0","7,5","10,0","9,5",0,2024
RA-1344,"8,5","10,0","7,5","10,0","10,0",0,2024
RA-945,"9,0","9,5","2,5","10,0","7,5",-1,2024
RA-946,"9,5","8,8","2,5","3,0","6,0",-1,2024
RA-1345,"8,5","9,5","7,5","6,0","6,5",-1,2024
RA-771,"8,5","6,6","3,1","6,5","6,5",-1,2024
RA-1346,"9,5","8,1","7,5","5,0","6,0",0,2024
RA-1347,"8,5","8,8","2,5","5,0","5,0",-1,2024
RA-949,"9,0","8,8","7,5","6,0","7,0",-1,2024
RA-950,"9,5","9,0","7,5","7,5","6,5",-1,2024
RA-951,"10,0","9,0","2,5","5,0","3,0",-1,2024
RA-1002,"9,0","7,8","7,5","10,0","8,5",-1,2024
RA-774,"10,0","6,4","2,5","2,0","5,5",-1,2024
RA-749,"9,5","9,7","8,1","10,0","7,5",-2,2024
RA-929,"9,0","9,5","7,5","7,0","6,5",-1,2024
RA-930,"8,5","9,7","7,5","8,0","8,0",-1,2024
RA-787,"9,0","9,8","7,5","10,0","4,5",-1,2024
RA-1348,"7,5","8,6","7,5","10,0","8,0",-1,2024
RA-935,"9,5","10,0","7,5","10,0","7,0",-1,2024
RA-1349,"8,0","8,4","7,5","10,0","7,0",-1,2024
RA-937,"10,0","10,0","9,4","8,0","7,0",-1,2024
RA-1350,"8,5","10,0","8,8","10,0","7,0",-2,2024
RA-1351,"9,0","9,2","8,1","10,0","7,5",-1,2024
RA-959,"10,0","9,7","7,5","10,0","9,0",-1,2024
RA-1352,"10,0","9,5","8,1","8,0","9,0",-1,2024
RA-1353,"8,0","9,5","7,5","3,5","2,5",-1,2024
RA-1354,"9,5","8,4","7,5","6,5","5,5",-1,2024
RA-979,"9,5","9,5","7,5","9,5","7,0",-1,2024
RA-1355,"10,0","6,5","7,5","8,0","6,0",-1,2024
RA-971,"7,4","7,9","7,5","8,5","5,0",-1,2024
RA-972,"9,5","8,4","7,5","8,0","5,5",-1,2024
RA-965,"9,0","6,5","7,5","2,0","2,5",-2,2024
RA-973,"10,0","9,3","7,5","6,5","1,0",-2,2024
RA-1356,"9,0","9,4","7,5","5,5","5,5",0,2024
RA-966,"9,5","8,6","7,5","9,5","8,5",-2,2024
RA-1357,"8,0","7,5","7,5","8,0","5,5",-1,2024
RA-969,"9,0","7,9","7,5","9,0","5,5",-1,2024
RA-1358,"9,2","7,4","5,0","4,0","4,0",0,2024
RA-1359,"8,5","9,0","5,6","4,0","8,0",0,2024
RA-1360,"8,5","7,0","7,5","0,0","10,0",0,2024
RA-1361,"9,5","9,4","5,6","10,0","10,0",0,2024
RA-975,"8,5","7,7","5,0","8,0","8,0",-1,2024
RA-1362,"10,0","6,9","5,6","8,0","9,0",0,2024
RA-977,"10,0","7,3","6,3","5,0","9,0",-1,2024
RA-1363,"7,4","10,0","5,6","6,5","6,5",0,2024
RA-981,"9,0","7,0","6,3","6,0","6,0",-1,2024
RA-1364,"8,0","8,4","7,5","9,5","8,0",-1,2024
RA-1365,"9,0","9,8","6,3","5,5","7,5",-1,2024
RA-1366,"9,0","6,6","7,5","6,5","6,5",-1,2024
RA-974,"9,5","9,3","7,5","6,0","7,0",-1,2024
RA-1367,"10,0","8,4","7,5","9,0","8,5",0,2024
RA-1368,"7,0","10,0","7,5","10,0","9,0",0,2024
RA-1369,"8,5","8,6","6,3","8,0","8,0",0,2024
RA-978,"9,5","9,5","6,3","6,0","7,0",-1,2024
RA-1370,"10,0","8,7","7,5","10,0","8,0",-1,2024
RA-1371,"7,5","7,0","7,5","3,0","6,0",-1,2024
RA-1372,"9,5","10,0","8,1","3,0","6,5",0,2024
RA-1373,"9,5","8,9","7,5","6,0","7,5",-1,2024
RA-1374,"9,5","9,3","7,5","5,0","5,5",-1,2024
RA-1375,"9,5","10,0","7,5","10,0","6,5",-1,2024
RA-1376,"9,0","9,6","7,5","10,0","9,5",-1,2024
RA-994,"9,0","9,5","6,9","10,0","6,5",-1,2024
RA-1377,"9,0","10,0","8,1","5,0","6,0",0,2024
RA-1378,"9,0","9,3","8,1","7,5","6,0",-1,2024
RA-1379,"9,5","8,7","3,8","8,5","6,0",-1,2024
RA-1380,"9,5","8,8","4,4","10,0","6,0",0,2024
RA-770,"10,0","9,0","7,5","4,0","6,0",-1,2024
RA-1381,"9,5","10,0","8,1","10,0","9,0",0,2024
RA-1382,"8,5","9,8","7,5","8,0","7,0",-1,2024
RA-1383,"8,5","9,3","7,5","10,0","7,0",0,2024
RA-1384,"8,0","7,6","7,5","5,0","5,0",-2,2024
RA-1385,"10,0","10,0","4,4","9,0","7,0",-1,2024
RA-1386,"9,0","9,8","7,5","8,5","6,0",-1,2024
RA-1387,"9,5","8,8","7,5","9,0","7,0",-1,2024
RA-1388,"9,0","8,2","6,9","4,0","6,0",-1,2024
RA-1389,"9,0","9,8","6,9","10,0","10,0",0,2024
RA-1390,"9,5","9,8","5,0","8,0","8,5",0,2024
RA-1391,"8,5","9,3","7,5","10,0","10,0",0,2024
RA-1392,"9,0","5,6","7,5","0,0","0,0",-1,2024
RA-1393,"9,5","7,5","3,8","10,0","0,0",0,2024
RA-990,"9,5","7,5","7,5","9,5","6,5",-1,2024
RA-1394,"9,5","8,7","7,5","5,5","6,0",-1,2024
RA-991,"9,0","8,2","6,3","7,0","6,0",-1,2024
RA-1018,"8,5","7,7","6,3","8,5","8,0",-1,2024
RA-1395,"9,5","10,0","7,5","7,5","8,0",0,2024
RA-1396,"9,5","10,0","7,5","6,0","7,0",-1,2024
RA-1025,"9,0","7,7","7,5","10,0","8,0",-1,2024
RA-1019,"9,5","9,3","6,3","9,5","8,0",0,2024
RA-879,"9,5","9,1","6,3","8,0","9,0",-1,2024
RA-1020,"9,0","9,8","6,9","10,0","8,0",0,2024
RA-1021,"9,5","9,3","7,5","9,0","7,0",-1,2024
RA-1022,"9,5","9,3","6,3","5,5","7,5",-1,2024
RA-1397,"9,0","10,0","6,3","7,0","7,0",-1,2024
RA-699,"6,3","7,7","6,3","7,0","6,0",-1,2024
RA-1398,"6,9","9,6","7,5","8,0","8,0",-1,2024
RA-871,"8,5","9,3","4,4","6,0","8,5",0,2024
RA-1399,"9,0","9,8","5,0","6,0","6,0",-1,2024
RA-873,"8,0","10,0","6,9","7,0","6,5",-2,2024
RA-898,"6,4","10,0","7,5","9,0","6,0",-1,2024
RA-750,"6,2","5,9","4,4","0,5","7,0",-2,2024
RA-899,"10,0","9,1","5,6","8,0","8,5",0,2024
RA-878,"9,0","6,1","4,4","6,0","7,5",-1,2024
RA-893,"9,0","10,0","7,5","10,0","8,5",0,2024
RA-1024,"8,0","10,0","7,5","10,0","10,0",-1,2024
RA-900,"9,0","9,3","8,1","8,0","9,0",0,2024
RA-903,"10,0","9,8","7,5","6,0","4,0",0,2024
RA-1400,"8,4","6,7","7,5","6,5","8,0",0,2024
RA-851,"9,0","7,3","5,6","5,0","7,0",-1,2024
RA-1028,"8,0","7,1","5,6","6,0","9,0",-2,2024
RA-922,"9,0","9,5","7,5","7,5","8,0",0,2024
RA-684,"10,0","9,1","7,5","2,5","6,0",0,2024
RA-1031,"9,5","8,6","7,5","5,5","7,0",-1,2024
RA-892,"8,0","10,0","7,5","10,0","7,5",0,2024
RA-1029,"9,0","8,8","6,9","8,0","9,5",-1,2024
RA-1032,"8,5","9,8","7,5","9,0","7,0",-1,2024
RA-894,"10,0","10,0","7,5","9,0","10,0",-1,2024
RA-1401,"6,9","8,9","7,5","10,0","10,0",-2,2024
RA-896,"8,5","9,8","7,5","6,5","6,5",0,2024
RA-693,"10,0","9,5","9,4","8,0","8,0",0,2024
RA-743,"9,0","9,3","7,5","6,5","7,5",-1,2024
RA-681,"9,5","7,8","6,3","5,0","0,0",-1,2024
RA-1035,"9,5","9,0","7,5","6,5","7,5",-1,2024
RA-850,"10,0","9,3","6,3","6,0","9,5",-1,2024
RA-1402,"10,0","9,5","7,5","7,0","7,5",0,2024
RA-1403,"9,0","9,3","7,5","7,5","10,0",-1,2024
RA-1404,"8,5","9,1","7,5","6,0","9,0",0,2024
RA-923,"8,0","8,0","7,5","5,0","6,0",0,2024
RA-847,"9,0","4,5","5,0","0,0","2,0",-1,2024
RA-1405,"8,0","8,6","7,5","8,0","9,5",0,2024
RA-1406,"8,0","8,9","7,5","5,5","9,5",-1,2024
RA-1407,"10,0","9,3","7,5","5,5","6,0",-1,2024
RA-1408,"10,0","8,4","7,5","5,5","8,0",-1,2024
RA-1409,"10,0","9,1","7,5","7,5","7,0",-1,2024
RA-1410,"9,0","8,1","7,5","6,5","6,0",-1,2024
RA-874,"9,5","4,7","6,3","6,0","9,5",-1,2024
RA-1411,"9,0","9,5","6,3","5,5","0,0",-1,2024
RA-1412,"10,0","9,3","7,5","10,0","9,5",0,2024
RA-690,"7,9","8,4","7,5","7,5","5,0",-1,2024
RA-1413,"9,0","8,6","7,5","7,5","7,0",-2,2024
RA-1414,"9,5","9,3","6,9","10,0","7,0",0,2024
RA-995,"10,0","5,4","5,6","0,0","4,0",-2,2024
RA-853,"8,5","9,6","6,3","6,5","6,0",0,2024
RA-854,"9,5","10,0","6,3","7,0","7,0",0,2024
RA-1415,"8,0","9,8","6,3","6,5","7,0",-1,2024
RA-842,"8,5","7,5","6,3","6,0","9,0",-1,2024
RA-700,"8,5","9,6","5,6","5,0","5,5",-1,2024
RA-1416,"8,5","8,3","7,5","6,5","9,0",-1,2024
RA-911,"8,0","4,8","7,5","5,0","4,0",-2,2024
RA-859,"8,0","9,3","7,5","8,0","8,0",0,2024
RA-860,"9,0","9,8","7,5","8,0","9,0",0,2024
RA-727,"10,0","8,5","6,3","10,0","7,0",0,2024
RA-1417,"9,0","9,3","7,5","10,0","8,0",-1,2024
RA-910,"8,5","8,7","7,5","9,0","6,0",0,2024
RA-840,"9,5","9,3","7,5","7,0","9,0",0,2024
RA-926,"9,0","9,8","7,5","7,0","7,0",-1,2024
RA-1418,"8,5","9,1","7,5","8,5","8,0",-1,2024
RA-927,"8,0","9,3","7,5","7,0","6,0",0,2024
RA-672,"7,9","4,0","6,3","0,0","0,0",-1,2024
RA-1043,"10,0","8,0","7,5","8,5","8,0",-1,2024
RA-738,"10,0","7,3","6,9","7,5","7,0",-1,2024
RA-1419,"8,5","10,0","7,5","6,0","9,0",0,2024
RA-704,"7,5","8,6","5,6","6,0","7,0",-1,2024
RA-705,"9,0","6,4","5,0","2,0","5,0",-1,2024
RA-822,"0,0","4,6","5,0","7,5","6,0",-2,2024
RA-740,"9,0","9,6","7,5","8,0","8,0",-1,2024
RA-741,"8,4","5,3","5,0","3,5","4,0",-1,2024
RA-1420,"7,9","5,5","6,3","5,0","4,0",-2,2024
RA-709,"7,4","8,0","7,5","6,0","6,0",-1,2024
RA-1421,"9,0","6,8","7,5","8,0","7,0",-1,2024
RA-1422,"9,5","7,5","7,5","0,0","9,5",-1,2024
RA-1423,"8,5","5,3","7,5","4,0","7,5",-1,2024
RA-733,"10,0","10,0","7,5","9,0","9,5",-1,2024
RA-836,"9,5","6,4","7,5","5,5","0,0",-1,2024
RA-1424,"9,0","8,9","7,5","7,5","7,0",-1,2024
RA-1425,"9,0","6,8","7,5","6,0","8,0",-1,2024
RA-1426,"9,5","5,8","7,5","5,5","0,0",-1,2024
RA-716,"9,0","5,5","7,5","5,5","6,0",-1,2024
RA-1049,"9,5","8,0","7,5","4,0","5,0",-1,2024
RA-1427,"9,5","10,0","7,5","6,5","9,5",-1,2024
RA-1052,"5,8","9,1","6,3","8,5","8,0",-1,2024
RA-719,"10,0","7,3","7,5","5,0","8,0",-1,2024
RA-1055,"10,0","5,8","7,5","4,0","7,0",-2,2024
RA-747,"10,0","8,1","5,0","4,5","0,0",-2,2024
RA-928,"8,0","10,0","7,5","8,5","9,0",0,2024
RA-748,"9,5","10,0","7,5","7,5","8,0",-1,2024
RA-769,"10,0","6,0","7,5","6,0","6,0",-1,2024
RA-876,"8,5","9,0","7,5","7,5","0,0",0,2024
RA-776,"7,9","6,0","5,6","0,0","0,0",-1,2024
RA-753,"10,0","9,0","7,5","9,0","8,0",-1,2024
RA-601,"9,5","10,0","7,5","9,5","8,0",-1,2024
RA-955,"0,0","6,9","7,5","6,5","5,0",-1,2024
RA-831,"10,0","9,5","6,3","6,5","9,0",-1,2024
RA-1067,"10,0","8,3","7,5","6,5","7,0",-1,2024
RA-1058,"9,2","8,1","6,9","7,5","8,0",-1,2024
RA-757,"9,5","9,3","7,5","6,5","7,5",-1,2024
RA-794,"9,5","6,9","7,5","6,0","0,0",0,2024
RA-960,"0,0","8,1","7,5","6,0","0,0",-1,2024
RA-587,"9,0","7,4","7,5","6,5","6,0",-2,2024
RA-826,"10,0","10,0","6,3","5,5","8,0",-1,2024
RA-789,"9,0","9,0","7,5","5,5","5,0",0,2024
RA-1056,"8,5","9,3","7,5","8,5","8,0",-1,2024
RA-1428,"8,5","8,9","7,5","7,0","9,0",-1,2024
RA-830,"9,0","7,6","5,6","6,5","7,0",-1,2024
RA-780,"9,5","10,0","5,6","6,0","6,0",-1,2024
RA-1057,"10,0","10,0","6,3","8,0","8,0",-1,2024
RA-1062,"8,0","9,0","5,6","6,5","8,0",-1,2024
RA-1429,"9,5","8,9","7,5","8,5","7,0",-1,2024
RA-1430,"8,5","10,0","7,5","6,0","6,5",-1,2024
RA-767,"9,5","9,0","7,5","8,5","8,0",-2,2024
RA-943,"10,0","10,0","7,5","7,0","9,0",0,2024
RA-782,"9,5","7,9","7,5","7,5","8,0",0,2024
RA-795,"9,5","9,8","6,3","10,0","9,0",-1,2024
RA-1431,"9,0","7,7","7,5","8,0","8,0",-1,2024
RA-1432,"10,0","10,0","7,5","10,0","9,0",-1,2024
RA-1433,"8,5","9,1","7,5","8,0","9,5",-1,2024
RA-1434,"8,5","8,0","6,3","10,0","8,0",-1,2024
RA-958,"10,0","10,0","6,3","10,0","10,0",0,2024
RA-961,"9,0","8,9","6,3","6,0","5,0",-1,2024
RA-1435,"9,5","7,8","7,5","7,5","7,5",0,2024
RA-755,"10,0","10,0","7,5","10,0","9,5",-1,2024
RA-1436,"7,4","8,7","7,5","8,0","8,0",-1,2024
RA-1437,"8,5","9,3","7,5","8,0","8,0",-1,2024
RA-1438,"10,0","9,0","7,5","6,0","8,0",-1,2024
RA-1439,"7,5","10,0","7,5","9,0","8,0",-1,2024
RA-1440,"9,0","9,5","7,5","9,0","0,0",-1,2024
RA-1441,"9,5","9,1","7,5","9,0","8,0",0,2024
RA-1442,"8,0","8,7","7,5","8,5","6,0",-2,2024
RA-1443,"6,9","7,5","6,3","6,5","7,0",-2,2024
RA-1444,"8,5","5,3","7,5","8,0","4,0",-1,2024
RA-956,"9,5","6,0","6,9","6,5","0,0",-1,2024
RA-952,"9,5","9,5","6,3","8,0","9,0",0,2024
RA-939,"9,0","8,9","5,6","6,0","4,0",-1,2024
RA-953,"9,0","6,9","6,3","8,0","9,0",0,2024
RA-954,"9,5","8,9","6,3","6,5","9,0",0,2024
RA-792,"8,5","5,3","7,5","6,5","0,0",-1,2024
RA-1000,"9,0","9,5","6,3","7,5","8,0",0,2024
RA-763,"9,0","8,9","6,3","6,5","4,0",-1,2024
